Rank,Group,Build,Player,Kills,Deaths,Assists,Healing,Damage,KP%,Defender,Attacker,Result,Full,Rank_1,Group_1,Build_1,Player_1,Kills_1,Deaths_1,Assists_1,Healing_1,Damage_1,KP%_1
14,5,QDPS,Sponqy,2,3,20,0,704925,20.18%,,,,,14,,,Aberfort,4,4,61,0,803687,36.72%
15,6,BRUISER,Psalm 11,6,9,19,0,682074,22.94%,,,,,15,,,IIIIIIIIII,5,2,77,0,740035,46.33%
16,5,HEALS,FALL BACK,0,2,28,1258113,47614,25.69%,,,,,16,,,xAlfredoSaucinx,7,2,35,0,768934,23.73%
17,9,DISRUPTOR,LeFayPendragon,5,1,40,0,634068,41.28%,,,,,17,,,kitten,8,0,71,0,707989,44.63%
18,6,QDPS,mommi,2,1,51,0,646387,48.62%,,,,,18,,,YouCantPVP,6,2,86,0,686513,51.98%
19,7,DISRUPTOR,Velkhana'sSummer,2,2,22,0,651529,22.02%,,,,,19,,,dxniel,4,2,87,0,679222,51.41%
20,5,BRUISER,Shield Rush,3,5,35,0,584677,34.86%,,,,,20,,HEALS,Ellarya Starr,0,0,64,1240018,77770,36.16%
21,8,DISRUPTOR,Zooob,3,2,34,12394,543326,33.94%,,,,,21,,,Ekong,7,1,70,0,692375,43.50%
22,5,HEALS,TheFrontLine,0,8,14,1091783,13133,12.84%,,,,,22,,,shift,7,1,51,0,723023,32.77%
23,8,VG/IG,Anom4ly,5,1,48,19712,507135,48.62%,,,,,23,,,rhode,6,6,25,0,628952,17.51%
24,8,DISRUPTOR,Killa Farmer,5,2,29,0,550014,31.19%,,,,,24,,,cam1,3,3,87,40225,577594,50.85%
25,5,BRUISER,SilverElement1,2,8,22,0,517657,22.02%,,,,,25,,HEALS,EVERYONE STEP,0,2,59,998388,78704,33.33%
26,5,BRUISER,Hattorii,3,9,15,0,510498,16.51%,,,,,26,,,DougJudy,7,1,51,0,561543,32.77%
27,1,HEALS,Plucky,0,1,23,980506,23550,21.10%,,,,,27,,HEALS,lfg depths,0,1,48,1019354,62205,27.12%
28,10,DISRUPTOR,Aldrak,9,1,36,0,476928,41.28%,,,,,28,,HEALS,MarauderHP,0,1,57,971202,64142,32.20%
29,7,HEALS,ImpactVolts,0,2,11,960389,13214,10.09%,,,,,29,,,so wet,2,1,55,7943,548843,32.20%
30,3,HEALS,AllMadd52,0,2,18,865980,53964,16.51%,,,,,30,,,Chuck Barkley,1,1,79,31444,542066,45.20%
31,10,DEX,Popasus,5,0,31,0,462364,33.03%,,,,,31,,,Euguss,1,5,60,0,528254,34.46%
32,9,DISRUPTOR,Isaaih,0,8,13,1191,466297,11.93%,,,,,32,,HEALS,Restricted Guy,0,2,45,984049,35996,25.42%
33,7,DISRUPTOR,beta,2,1,26,0,454405,25.69%,,,,,33,,,BRUISERBEAU,9,1,46,0,534125,31.07%
34,4,HEALS,Panda212,0,6,11,885264,13235,10.09%,,,,,34,,HEALS,Joracie,0,2,38,984855,33693,21.47%
35,4,VG/IG,VG IG,1,9,24,9690,439176,22.94%,,,,,35,,,asdf,4,3,42,1834,522665,25.99%
36,9,DISRUPTOR,Luna-TerraLulu,2,5,22,11351,430736,22.02%,,,,,36,,,Joshua Block,4,1,67,2130,422411,40.11%
37,10,DISRUPTOR,lonbuster,6,2,40,0,417335,42.20%,,,,,37,,,COPE COPE COPE,5,3,42,0,370527,26.55%
38,6,VG/IG,Not Beau Nerrs,3,6,43,8848,400653,42.20%,,,,,38,,,IIIIIIIIIII,2,3,63,6593,330549,36.72%
39,5,HEALS,Ellwing,1,1,26,725437,30217,24.77%,,,,,39,,,ke123,3,2,38,0,345372,23.16%
40,7,VG/IG,Dynastinae,0,7,16,6543,411016,14.68%,,,,,40,,,Triple x Agent,3,1,54,0,326904,32.20%
41,5,HEALS,Dads New Wife,0,5,8,782430,4104,7.34%,,,,,41,,HEALS,SayMyNameDaddy,0,1,17,696853,2320,9.60%
42,7,DISRUPTOR,Retired Arc,2,4,13,0,355043,13.76%,,,,,42,,HEALS,Pocket Mercy,0,2,20,603913,15095,11.30%
43,8,HEALS,Bweezin,0,5,15,632762,56972,13.76%,,,,,43,,,BBL NOVA,3,4,23,0,317486,14.69%
44,9,DISRUPTOR,TheAwesomest,2,8,3,0,322792,4.59%,,,,,44,,,Mors Celeri,0,3,72,18183,274092,40.68%
45,8,DISRUPTOR,Sub0,2,3,23,0,304911,22.94%,,,,,45,,HEALS,RIP New World,1,6,11,551650,77319,6.78%
46,10,HEALS,Im His Guac,0,1,19,546391,20828,17.43%,,,,,46,,,Proguni,1,5,18,2462,308090,10.73%
47,9,HEALS,x stats,0,3,23,529416,17651,21.10%,,,,,47,,,uRTempest,1,6,28,5080,266899,16.38%
48,8,DISRUPTOR,Briizyn,1,3,35,0,239691,33.03%,,,,,48,,,SOCIAL SLOT,1,4,61,26769,198514,35.03%
49,1,TANK,CP Money,0,1,54,0,177425,49.54%,,,,,49,,,Mianx,2,3,56,0,186416,32.77%
50,1,FLAIL,TheActualBobRoss,0,1,54,13275,155524,49.54%,,,,,50,,,brittneyyy,0,1,94,0,147453,53.11%
