Rank,Group,Build,Player,Kills,Deaths,Assists,Healing,Damage,KP%,Defender,Attacker,Result,Full,Rank_1,Group_1,Build_1,Player_1,Kills_1,Deaths_1,Assists_1,Healing_1,Damage_1,KP%_1
35,9,HEALS,submissive,0,1,59,1608494,66545,22.35%,,,,,35,,,Shankos49,0,5,34,1802872,32894,25.19%
36,9,DISRUPTOR,who,10,1,89,0,877019,37.50%,,,,,36,,,Jitch4,1,5,75,25832,870473,56.30%
37,2,FLAIL,DudeSavant,1,6,123,205977,647667,46.97%,,,,,37,,,WomanCrusher,4,3,47,0,783296,37.78%
38,7,VG/IG,Dynastinae,0,5,72,8040,742349,27.27%,,,,,38,,,4thTimeForSure,2,8,29,0,646876,22.96%
39,7,DISRUPTOR,Luna-TerraLulu,3,6,54,0,724786,21.59%,,,,,39,,,VivalieRising,0,7,6,1224665,46956,4.44%
40,9,DISRUPTOR,Jayce Jackson,9,3,73,6754,689822,31.06%,,,,,40,,,Ninja66,0,5,82,9213,563449,60.74%
41,9,DISRUPTOR,beta,3,2,93,1410,661285,36.36%,,,,,41,,,Tetragrammaton,0,11,53,28516,561564,39.26%
42,8,DISRUPTOR,Zooob,3,1,101,0,654965,39.39%,,,,,42,,,seamlezzz,2,7,14,0,571532,11.85%
43,10,HEALS,Girl Healer,0,1,57,1199964,76144,21.59%,,,,,43,,,Bot Left Point,1,4,26,89790,516024,20.00%
44,10,DISRUPTOR,lonbuster,8,3,103,0,609039,42.05%,,,,,44,,,HENO,4,8,45,0,532494,36.30%
45,3,HEALS,ur fine,0,1,23,1271090,30061,8.71%,,,,,45,,,Retired Arc,0,11,36,2860,502845,26.67%
46,7,DISRUPTOR,Animull,1,6,40,40513,600180,15.53%,,,,,46,,,Rvspberri,2,7,55,0,400766,42.22%
47,8,DISRUPTOR,ImTempest,2,6,93,0,492772,35.98%,,,,,47,,,Odanne,3,11,12,0,397202,11.11%
48,1,TANK,CP Money,0,2,143,0,325430,54.17%,,,,,48,,,Psyduckoncrack,0,9,32,0,340112,23.70%
49,10,DISRUPTOR,Briizyn,0,3,53,0,348663,20.08%,,,,,49,,,ILemi,0,9,19,0,300712,14.07%
50,1,FLAIL,Dong Seo Long,0,6,123,40195,284464,46.59%,,,,,50,,,brittneyyyy,0,5,84,0,230259,62.22%
