Rank,Group,Build,Player,Kills,Deaths,Assists,Healing,Damage,KP%,Defender,Attacker,Result,Full,Rank_1,Group_1,Build_1,Player_1,Kills_1,Deaths_1,Assists_1,Healing_1,Damage_1,KP%_1
18,5,HEALS,dead weight,0,0,78,3019098,120911,30.23%,,,,,18,10,DEX,Zercules,3,2,36,0,1512702,25.32%
19,1,QDPS,lol,15,8,80,0,1564870,36.82%,,,,,19,6,BRUISER,Aljo,4,3,34,0,1506780,24.68%
20,2,BRUISER,SilverElement1,14,6,120,0,1538711,51.94%,,,,,20,3,QDPS,Restricted Guy,0,0,18,2991435,7694,11.69%
21,4,BRUISER,Not Prince,6,4,123,0,1461946,50.00%,,,,,21,3,QDPS,Triple x Agent,0,4,29,2957828,18304,18.83%
22,3,BRUISER,Psalm 11,3,5,123,0,1459721,48.84%,,,,,22,2,BRUISER,Vore,4,15,47,2583,1458390,33.12%
23,6,HEALS,her,1,0,70,2609895,115130,27.52%,,,,,23,4,VG/IG,Pri0rity,4,8,74,4676,1399669,50.65%
24,1,BRUISER,Cali Mae,5,6,121,0,1327397,48.84%,,,,,24,5,BRUISER,Self Inflicted,2,5,88,1796,1279231,58.44%
25,8,DISRUPTOR,TragicMagick,7,6,86,0,1282631,36.05%,,,,,25,4,BRUISER,Jayt,0,7,63,0,1256572,40.91%
26,4,QDPS,Popasus,4,0,89,0,1234201,36.05%,,,,,26,7,HEALS,Lobotomy Victim,0,2,36,2315509,79810,23.38%
27,6,BRUISER,HISS HISS,6,4,127,0,1204156,51.55%,,,,,27,4,BRUISER,lil bonk energy,1,7,84,0,1205979,55.19%
28,8,HEALS,Im His Guac,0,1,46,2373323,63787,17.83%,,,,,28,4,HEALS,Yung Noodle,0,0,45,2099161,143828,29.22%
29,3,DISRUPTOR,Sponqy,11,6,78,0,1160153,34.50%,,,,,29,2,BRUISER,Kitt3n Tamer,1,15,54,4160,1131411,35.71%
30,2,HEALS,Plucky,0,4,70,2169915,91958,27.13%,,,,,30,3,BRUISER,Drygos,4,9,65,0,1048589,44.81%
31,3,HEALS,Ellwing,0,3,63,2194996,60811,24.42%,,,,,31,3,HEALS,Melokore,0,1,33,2034326,37097,21.43%
32,7,HEALS,Sassafras,1,2,41,2252269,28737,16.28%,,,,,32,8,VG/IG,Zyxcw,3,0,79,26157,975645,53.25%
33,1,HEALS,ur fine,0,1,49,2129541,39472,18.99%,,,,,33,2,HEALS,Cl3fairy,0,0,32,1818565,66778,20.78%
34,9,HEALS,Mitosann,0,0,63,2053496,69297,24.42%,,,,,34,3,BRUISER,theFlamaBlanca,0,0,11,1898538,60983,7.14%
35,10,BOW,Conval,6,1,91,0,1031784,37.60%,,,,,35,7,DISRUPTOR,Chair Survivor,4,4,48,31022,888742,33.77%
36,9,DISRUPTOR,Scorp Diff,10,3,103,0,992350,43.80%,,,,,36,4,VG/IG,VG IG KITTEN,1,7,68,17029,852016,44.81%
37,9,DISRUPTOR,Killa Farmer,13,1,113,0,975284,48.84%,,,,,37,8,DISRUPTOR,Half Heavy,5,3,52,1699,857518,37.01%
38,8,VG/IG,Anom4ly,2,2,122,28794,927327,48.06%,,,,,38,9,VG/IG,II DEMON II,1,3,61,19749,839143,40.26%
39,10,HEALS,submissive,0,1,33,1872480,43899,12.79%,,,,,39,,,IIIIIIIIIIIIIII,0,5,69,11865,729889,44.81%
40,10,DISRUPTOR,ImTempest,8,4,54,0,864954,24.03%,,,,,40,1,FLAIL,Bolrym,1,12,71,63332,673064,46.75%
41,6,VG/IG,Beau Nerrs,1,3,146,10761,845063,56.98%,,,,,41,10,DISRUPTOR,Beaudacious,7,16,31,0,722706,24.68%
42,9,DISRUPTOR,Calros Riggle,8,5,79,20840,845968,33.72%,,,,,42,9,DISRUPTOR,MyGuyRob,1,7,35,0,606329,23.38%
43,2,FLAIL,DudeSavant,0,4,138,195355,706971,53.49%,,,,,43,9,DISRUPTOR,Odanne,2,7,24,0,612811,16.88%
44,7,DISRUPTOR,Bunzzz,1,3,107,0,768001,41.86%,,,,,44,9,DISRUPTOR,I LOVE PVE,2,12,33,0,616421,22.73%
45,10,BOW,Point,0,3,27,1448574,26307,10.47%,,,,,45,2,TANK,GUSSTAVO,2,9,66,114086,480956,44.16%
46,7,VG/IG,Dynastinae,0,5,110,8983,675425,42.64%,,,,,46,8,DISRUPTOR,Resp,2,7,39,10016,498933,26.62%
47,10,DISRUPTOR,Leorio,7,5,60,8584,676508,25.97%,,,,,47,10,DISRUPTOR,Jooek,2,12,15,0,492263,11.04%
48,7,DISRUPTOR,Luna-TerraLulu,6,10,57,0,684035,24.42%,,,,,48,10,DISRUPTOR,Slayer,0,8,20,0,402575,12.99%
49,8,DISRUPTOR,Zooob,2,4,83,0,479017,32.95%,,,,,49,7,DISRUPTOR,deep inside,2,7,26,0,352632,18.18%
50,1,TANK,CP Money,0,2,155,7104,351664,60.08%,,,,,50,1,TANK,Mamá Agresiva,0,7,92,1283,189755,59.74%
