Rank,Group,Build,Player,Kills,Deaths,Assists,Healing,Damage,KP%,Defender,Attacker,Result,Full,Rank_1,Group_1,Build_1,Player_1,Kills_1,Deaths_1,Assists_1,Healing_1,Damage_1,KP%_1
37,8,VG/IG,Mail0,2,2,65,10494,366252,35.83%,,,,,37,,,Take Care Bear,0,2,8,671127,28627,8.89%
38,7,DISRUPTOR,Animull,1,0,44,19178,371082,24.06%,,,,,38,,,Waldo,2,4,16,19529,355572,20.00%
39,8,HEALS,Dads New Wife,2,1,34,71052,23212,19.25%,,,,,39,,,bigbrucer,2,2,10,637766,36157,13.33%
40,10,HEALS,GIRL,0,0,24,74394,15649,12.83%,,,,,40,,,BrookieBear,1,6,11,618908,18069,13.33%
41,2,FLAIL,DudeSavant,0,0,102,72300,307020,54.55%,,,,,41,,,COPE COPE COPE,1,1,21,0,330446,24.44%
42,7,DISRUPTOR,Luna-TerraLulu,5,3,33,0,345901,20.32%,,,,,42,,,Self Inflicted,1,4,28,0,308298,32.22%
43,3,HEALS,Plucky,0,2,33,626186,24885,17.65%,,,,,43,,,Half Heavy,4,5,20,0,344301,26.67%
44,9,HEALS,ImpactVolts,0,0,37,524130,83335,19.79%,,,,,44,,,Clap4MeMami,4,6,15,0,454523,21.11%
45,3,BRUISER,PPDooDooMan,2,6,40,0,291737,22.46%,,,,,45,,,Mors Z,0,4,35,25733,191931,38.89%
46,5,HEALS,Restricted Guy,0,2,12,567770,9942,6.42%,,,,,46,,,Jooek,0,2,24,0,207207,26.67%
47,5,HEALS,Ellwing,0,4,14,494429,19152,7.49%,,,,,47,,,xPocketx,0,1,9,361070,70929,10.00%
48,1,TANK,CP Money,1,0,99,0,172341,53.48%,,,,,48,,,Slayer,0,5,20,0,197498,22.22%
49,9,DISRUPTOR,Jedi,0,4,40,0,202413,21.39%,,,,,49,,,PEakinGDuUK2112,0,4,10,0,115860,11.11%
50,8,DISRUPTOR,Briizyn,2,2,47,0,137956,26.20%,,,,,50,,,Scheep,0,5,25,570,96533,27.78%
